===== TRADE LOG DETAIL =====

Action  Symbol   Date              Price     Quantity        Value (VND)          PnL (VND)      PnL%%
BUY     STB      2025-01-16        35.45         3545        125,670,250                  0      0.00%
SELL    STB      2025-02-03        36.55         3545        129,569,750          3,899,494      3.10%
BUY     STB      2025-03-03        38.85         3335        129,564,742                  0      0.00%
SELL    STB      2025-03-12        39.75         3335        132,566,250          3,001,505      2.32%
BUY     STB      2025-03-20        38.90         3408        132,571,203                  0      0.00%
SELL    STB      2025-04-24        40.20         3408        137,001,609          4,430,397      3.34%
BUY     STB      2025-06-06        41.75         3281        136,981,750                  0      0.00%
SELL    STB      2025-06-20        46.60         3281        152,894,593         15,912,845     11.62%
BUY     STB      2025-07-02        47.55         3216        152,920,796                  0      0.00%
SELL    STB      2025-08-11        53.70         3216        172,699,203         19,778,404     12.93%
BUY     STB      2025-08-27        55.60         3106        172,693,593                  0      0.00%
SELL    STB      2025-10-03        57.00         3106        177,042,000          4,348,405      2.52%
BUY     STB      2025-10-27        54.60         3242        177,013,187                  0      0.00%
SELL    STB      2025-11-27        49.30         3242        159,830,593        -17,182,598     -9.71%
BUY     STB      2025-12-16        47.05         3397        159,828,843                  0      0.00%
SELL    STB      2025-12-30        60.00         3397        203,820,000         43,991,152     27.52%
BUY     TCB      2023-02-08        13.16         7598         99,989,679                  0      0.00%
SELL    TCB      2023-02-22        12.99         7598         98,698,015         -1,291,660     -1.29%
BUY     TCB      2023-03-01        12.90         7651         98,697,898                  0      0.00%
SELL    TCB      2023-03-10        12.83         7651         98,162,328           -535,567     -0.54%
BUY     TCB      2023-03-15        12.85         7639         98,161,156                  0      0.00%
SELL    TCB      2023-04-06        13.98         7639        106,793,218          8,632,063      8.79%
BUY     TCB      2023-04-24        13.94         7661        106,794,335                  0      0.00%
SELL    TCB      2023-05-24        14.08         7661        107,866,882          1,072,542      1.00%
BUY     TCB      2023-06-23        15.54         6941        107,863,140                  0      0.00%
SELL    TCB      2023-07-27        15.64         6941        108,557,242            694,102      0.64%
BUY     TCB      2023-08-15        16.08         6751        108,556,078                  0      0.00%
SELL    TCB      2023-09-08        16.70         6751        112,741,703          4,185,625      3.86%
BUY     TCB      2023-09-28        15.90         7091        112,746,898                  0      0.00%
SELL    TCB      2023-11-10        14.67         7091        104,024,968         -8,721,927     -7.74%
BUY     TCB      2023-12-01        14.05         7404        104,026,203                  0      0.00%
SELL    TCB      2023-12-13        14.41         7404        106,691,640          2,665,437      2.56%
BUY     TCB      2024-02-05        16.77         6362        106,690,742                  0      0.00%
SELL    TCB      2024-02-21        18.42         6362        117,188,039         10,497,298      9.84%
BUY     TCB      2024-03-13        19.84         5907        117,194,882                  0      0.00%
SELL    TCB      2024-04-01        22.41         5907        132,375,875         15,180,988     12.95%
BUY     TCB      2024-04-12        22.39         5912        132,369,671                  0      0.00%
SELL    TCB      2024-05-10        22.91         5912        135,443,921          3,074,242      2.32%
BUY     TCB      2024-05-28        22.84         5930        135,441,203                  0      0.00%
SELL    TCB      2024-06-13        24.06         5930        142,675,796          7,234,595      5.34%
BUY     TCB      2024-06-20        24.16         5905        142,664,796                  0      0.00%
BUY     TCB      2024-07-03        22.89            1             22,889                  0      0.00%
SELL    TCB      2024-07-23        22.46         5905        132,626,296        -10,038,505     -7.04%
SELL    TCB      2024-07-24        22.41            1             22,409               -479     -2.10%
BUY     TCB      2024-07-30        22.36         5932        132,639,531                  0      0.00%
SELL    TCB      2024-09-04        22.41         5932        132,936,125            296,595      0.22%
BUY     TCB      2024-09-17        22.16         5999        132,937,843                  0      0.00%
SELL    TCB      2024-09-30        23.58         5999        141,456,421          8,518,580      6.41%
BUY     TCB      2024-10-18        23.82         5938        141,443,156                  0      0.00%
SELL    TCB      2024-12-03        23.04         5938        136,811,531         -4,631,633     -3.27%
BUY     TCB      2024-12-25        23.82         5744        136,822,078                  0      0.00%
SELL    TCB      2024-12-30        23.77         5744        136,534,875           -287,195     -0.21%
BUY     TCB      2025-01-08        23.33         5852        136,527,156                  0      0.00%
SELL    TCB      2025-02-03        23.62         5852        138,224,250          1,697,085      1.24%
BUY     TCB      2025-03-24        27.28         5067        138,227,765                  0      0.00%
SELL    TCB      2025-05-16        28.69         5067        145,372,234          7,144,469      5.17%
BUY     TCB      2025-06-12        30.15         4822        145,383,296                  0      0.00%
SELL    TCB      2025-06-23        32.93         4822        158,788,468         13,405,163      9.22%
BUY     TCB      2025-07-16        34.34         4624        158,788,156                  0      0.00%
SELL    TCB      2025-08-11        36.78         4624        170,070,718         11,282,554      7.11%
BUY     TCB      2025-08-28        38.58         4408        170,060,640                  0      0.00%
SELL    TCB      2025-10-03        38.35         4408        169,046,796         -1,013,854     -0.60%
BUY     TCB      2025-10-28        36.00         4696        169,056,000                  0      0.00%
SELL    TCB      2025-11-19        34.80         4696        163,420,796         -5,635,203     -3.33%
BUY     TCB      2025-12-16        33.00         4952        163,416,000                  0      0.00%
SELL    TCB      2025-12-25        34.00         4952        168,368,000          4,952,000      3.03%
BUY     TPB      2023-02-15        11.09         9017         99,998,531                  0      0.00%
SELL    TPB      2023-03-20        11.17         9017        100,719,890            721,359      0.72%
BUY     TPB      2023-03-23        11.40         8835        100,719,000                  0      0.00%
SELL    TPB      2023-04-10        11.95         8835        105,578,250          4,859,251      4.82%
BUY     TPB      2023-04-24        11.82         8932        105,576,234                  0      0.00%
SELL    TPB      2023-05-05        12.08         8932        107,898,562          2,322,322      2.20%
BUY     TPB      2023-05-22        12.31         8765        107,897,156                  0      0.00%
SELL    TPB      2023-06-06        13.34         8765        116,925,101          9,027,947      8.37%
BUY     TPB      2023-06-21        13.25         8824        116,918,000                  0      0.00%
SELL    TPB      2023-07-24        13.43         8824        118,506,320          1,588,322      1.36%
BUY     TPB      2023-08-04        13.64         8689        118,517,960                  0      0.00%
SELL    TPB      2023-08-09        13.57         8689        117,909,726           -608,235     -0.51%
BUY     TPB      2023-08-15        13.68         8619        117,907,921                  0      0.00%
SELL    TPB      2023-09-07        14.15         8619        121,958,843          4,050,924      3.44%
BUY     TPB      2023-09-20        14.04         8686        121,951,437                  0      0.00%
SELL    TPB      2023-10-26        11.52         8686        100,062,726        -21,888,714    -17.95%
BUY     TPB      2023-11-30        12.24         8175        100,062,000                  0      0.00%
SELL    TPB      2023-12-05        12.27         8175        100,307,250            245,255      0.25%
BUY     TPB      2023-12-19        12.24         8195        100,306,796                  0      0.00%
SELL    TPB      2024-01-09        12.78         8195        104,732,101          4,425,300      4.41%
BUY     TPB      2024-02-05        13.07         8014        104,742,976                  0      0.00%
SELL    TPB      2024-02-20        13.50         8014        108,189,000          3,446,022      3.29%
BUY     TPB      2024-03-13        13.68         7908        108,181,445                  0      0.00%
SELL    TPB      2024-04-01        13.50         7908        106,758,000         -1,423,442     -1.32%
BUY     TPB      2024-04-09        13.39         7973        106,758,476                  0      0.00%
SELL    TPB      2024-05-03        12.60         7973        100,459,804         -6,298,670     -5.90%
BUY     TPB      2024-06-03        12.99         7734        100,464,656                  0      0.00%
SELL    TPB      2024-06-11        13.10         7734        101,315,406            850,744      0.85%
BUY     TPB      2024-07-01        12.84         7890        101,307,601                  0      0.00%
SELL    TPB      2024-07-15        13.06         7890        103,043,406          1,735,802      1.71%
BUY     TPB      2024-08-09        12.65         8146        103,046,898                  0      0.00%
SELL    TPB      2024-08-26        13.17         8146        107,282,820          4,235,924      4.11%
BUY     TPB      2024-10-17        15.89         6752        107,289,281                  0      0.00%
SELL    TPB      2024-12-02        14.29         6752         96,486,078        -10,803,202    -10.07%
BUY     TPB      2024-12-24        14.25         6771         96,486,750                  0      0.00%
SELL    TPB      2025-01-02        14.69         6771         99,465,984          2,979,237      3.09%
BUY     TPB      2025-01-15        14.21         6999         99,455,789                  0      0.00%
SELL    TPB      2025-01-22        14.29         6999        100,015,710            559,919      0.56%
BUY     TPB      2025-03-06        14.38         6955        100,012,898                  0      0.00%
BUY     TPB      2025-03-25        13.14            1             13,140                  0      0.00%
SELL    TPB      2025-04-25        11.90         6955         82,764,500        -17,248,404    -17.25%
SELL    TPB      2025-05-05        12.07            1             12,069             -1,070     -8.14%
BUY     TPB      2025-06-10        12.43         6659         82,771,375                  0      0.00%
SELL    TPB      2025-06-20        12.71         6659         84,635,890          1,864,518      2.25%
BUY     TPB      2025-09-04        20.48         4132         84,623,359                  0      0.00%
SELL    TPB      2025-10-13        18.52         4132         76,524,640         -8,098,716     -9.57%
BUY     TPB      2025-10-28        17.10         4476         76,539,601                  0      0.00%
SELL    TPB      2025-11-19        17.15         4476         76,763,398            223,796      0.29%
BUY     TPB      2025-12-16        16.80         4569         76,759,195                  0      0.00%
SELL    TPB      2025-12-25        17.00         4569         77,673,000            913,803      1.19%
BUY     VCB      2023-02-20        52.74         1896         99,995,046                  0      0.00%
SELL    VCB      2023-03-31        51.39         1896         97,435,437         -2,559,604     -2.56%
BUY     VCB      2023-04-14        49.71         1960         97,431,601                  0      0.00%
SELL    VCB      2023-05-04        49.76         1960         97,529,593             97,998      0.10%
BUY     VCB      2023-06-28        56.85         1715         97,497,750                  0      0.00%
SELL    VCB      2023-07-17        58.93         1715        101,064,953          3,567,203      3.66%
BUY     VCB      2023-08-11        60.03         1684        101,090,515                  0      0.00%
SELL    VCB      2023-09-08        59.44         1684        100,096,960           -993,560     -0.98%
BUY     VCB      2023-09-22        59.30         1688        100,098,398                  0      0.00%
SELL    VCB      2023-10-26        56.12         1688         94,730,554         -5,367,840     -5.36%
BUY     VCB      2023-11-15        58.24         1626         94,698,242                  0      0.00%
SELL    VCB      2024-01-12        58.90         1626         95,771,406          1,073,159      1.13%
BUY     VCB      2024-02-07        59.77         1603         95,811,312                  0      0.00%
SELL    VCB      2024-03-04        63.75         1603        102,191,250          6,379,939      6.66%
BUY     VCB      2024-03-13        63.75         1603        102,191,250                  0      0.00%
SELL    VCB      2024-05-09        61.43         1603         98,472,289         -3,718,959     -3.64%
BUY     VCB      2024-05-28        60.23         1635         98,476,046                  0      0.00%
SELL    VCB      2024-07-08        57.91         1635         94,682,851         -3,793,199     -3.85%
BUY     VCB      2024-08-09        58.24         1625         94,640,000                  0      0.00%
SELL    VCB      2024-08-14        58.44         1625         94,965,000            324,995      0.34%
BUY     VCB      2024-09-12        59.44         1598         94,985,117                  0      0.00%
SELL    VCB      2024-09-30        61.10         1598         97,637,796          2,652,679      2.79%
BUY     VCB      2024-10-10        61.03         1600         97,648,000                  0      0.00%
SELL    VCB      2024-11-04        61.43         1600         98,288,000            640,002      0.66%
BUY     VCB      2024-11-13        61.43         1600         98,288,000                  0      0.00%
SELL    VCB      2024-12-03        61.76         1600         98,816,000            527,996      0.54%
BUY     VCB      2024-12-25        61.36         1610         98,789,601                  0      0.00%
SELL    VCB      2025-01-20        60.90         1610         98,049,000           -740,598     -0.75%
BUY     VCB      2025-02-19        60.90         1610         98,049,000                  0      0.00%
SELL    VCB      2025-02-25        61.49         1610         98,998,906            949,900      0.97%
BUY     VCB      2025-04-02        64.33         1539         99,003,875                  0      0.00%
SELL    VCB      2025-05-09        56.19         1539         86,476,406        -12,527,465    -12.65%
BUY     VCB      2025-08-04        60.66         1426         86,501,156                  0      0.00%
SELL    VCB      2025-08-19        63.74         1426         90,893,242          4,392,082      5.08%
BUY     VCB      2025-09-24        62.25         1460         90,885,000                  0      0.00%
SELL    VCB      2025-10-13        63.10         1460         92,126,000          1,240,997      1.37%
BUY     VCB      2025-10-23        59.80         1540         92,092,000                  0      0.00%
SELL    VCB      2025-11-07        59.30         1540         91,322,000           -770,000     -0.84%
BUY     VCB      2025-12-02        57.60         1586         91,353,593                  0      0.00%
SELL    VCB      2025-12-08        57.90         1586         91,829,406            475,804      0.52%
BUY     VCB      2025-12-18        56.80         1617         91,845,601                  0      0.00%
SELL    VCB      2025-12-24        57.00         1617         92,169,000            323,401      0.35%
BUY     VHM      2023-02-16        42.50         2352         99,960,000                  0      0.00%
SELL    VHM      2023-03-16        44.50         2352        104,664,000          4,704,000      4.71%
BUY     VHM      2023-04-28        49.50         2115        104,692,500                  0      0.00%
SELL    VHM      2023-05-22        54.10         2115        114,421,500          9,728,997      9.29%
BUY     VHM      2023-06-06        55.00         2080        114,400,000                  0      0.00%
SELL    VHM      2023-06-15        56.50         2080        117,520,000          3,120,000      2.73%
BUY     VHM      2023-06-22        55.70         2110        117,527,000                  0      0.00%
SELL    VHM      2023-07-20        57.70         2110        121,747,000          4,220,000      3.59%
BUY     VHM      2023-08-15        61.70         1973        121,734,101                  0      0.00%
SELL    VHM      2023-10-13        46.90         1973         92,533,703        -29,200,398    -23.99%
BUY     VHM      2023-11-02        39.95         2317         92,564,148                  0      0.00%
SELL    VHM      2023-11-13        41.35         2317         95,807,945          3,243,794      3.50%
BUY     VHM      2024-01-16        42.65         2246         95,791,906                  0      0.00%
SELL    VHM      2024-02-22        44.80         2246        100,620,796          4,828,895      5.04%
BUY     VHM      2024-03-13        42.95         2343        100,631,851                  0      0.00%
SELL    VHM      2024-04-04        43.00         2343        100,749,000            117,148      0.12%
BUY     VHM      2024-04-25        40.70         2475        100,732,500                  0      0.00%
SELL    VHM      2024-05-21        40.20         2475         99,495,000         -1,237,500     -1.23%
BUY     VHM      2024-06-03        39.30         2532         99,507,601                  0      0.00%
SELL    VHM      2024-07-08        38.00         2532         96,216,000         -3,291,598     -3.31%
BUY     VHM      2024-08-07        37.20         2586         96,199,203                  0      0.00%
SELL    VHM      2024-08-12        36.50         2586         94,389,000         -1,810,202     -1.88%
BUY     VHM      2024-09-24        44.25         2133         94,385,250                  0      0.00%
SELL    VHM      2024-10-23        47.00         2133        100,251,000          5,865,750      6.21%
BUY     VHM      2024-11-04        41.50         2416        100,264,000                  0      0.00%
SELL    VHM      2024-11-22        41.60         2416        100,505,593            241,596      0.24%
BUY     VHM      2024-12-05        41.40         2428        100,519,203                  0      0.00%
SELL    VHM      2024-12-10        40.95         2428         99,426,601         -1,092,601     -1.09%
BUY     VHM      2024-12-23        40.60         2449         99,429,398                  0      0.00%
SELL    VHM      2024-12-27        40.35         2449         98,817,148           -612,250     -0.62%
BUY     VHM      2025-01-06        40.00         2470         98,800,000                  0      0.00%
SELL    VHM      2025-01-10        40.00         2470         98,800,000                  0      0.00%
BUY     VHM      2025-02-06        38.80         2547         98,823,601                  0      0.00%
SELL    VHM      2025-02-28        41.20         2547        104,936,398          6,112,803      6.19%
BUY     VHM      2025-04-10        51.80         2025        104,895,000                  0      0.00%
SELL    VHM      2025-04-17        56.80         2025        115,020,000         10,125,000      9.65%
BUY     VHM      2025-05-20        62.90         1829        115,044,101                  0      0.00%
SELL    VHM      2025-05-30        77.60         1829        141,930,390         26,886,294     23.37%
BUY     VHM      2025-06-17        69.60         2039        141,914,390                  0      0.00%
SELL    VHM      2025-06-30        76.70         2039        156,391,296         14,476,896     10.20%
BUY     VHM      2025-07-07        76.90         2034        156,414,609                  0      0.00%
SELL    VHM      2025-07-15        87.40         2034        177,771,609         21,357,000     13.65%
BUY     VHM      2025-08-04        92.20         1928        177,761,593                  0      0.00%
SELL    VHM      2025-08-29       104.50         1928        201,476,000         23,714,406     13.34%
BUY     VHM      2025-09-11       105.90         1902        201,421,796                  0      0.00%
SELL    VHM      2025-10-15       124.00         1902        235,848,000         34,426,196     17.09%
BUY     VHM      2025-11-04       100.20         2354        235,870,796                  0      0.00%
SELL    VHM      2025-11-28       102.90         2354        242,226,609          6,355,810      2.69%
BUY     VHM      2025-12-18        94.90         2553        242,279,703                  0      0.00%
SELL    VHM      2025-12-26       110.00         2553        280,830,000         38,550,296     15.91%
BUY     VIB      2023-02-16        11.59         8628         99,998,523                  0      0.00%
SELL    VIB      2023-04-06        11.91         8628        102,759,476          2,760,957      2.76%
BUY     VIB      2023-04-24        11.52         8920        102,758,406                  0      0.00%
SELL    VIB      2023-05-23        12.08         8920        107,753,601          4,995,195      4.86%
BUY     VIB      2023-06-22        13.45         8011        107,747,945                  0      0.00%
SELL    VIB      2023-07-20        13.96         8011        111,833,562          4,085,611      3.79%
BUY     VIB      2023-08-04        14.30         7821        111,840,304                  0      0.00%
SELL    VIB      2023-09-11        13.75         7821        107,538,750         -4,301,551     -3.85%
BUY     VIB      2023-09-29        13.17         8165        107,533,046                  0      0.00%
SELL    VIB      2023-10-16        12.83         8165        104,756,953         -2,776,101     -2.58%
BUY     VIB      2023-10-24        12.59         8321        104,761,390                  0      0.00%
SELL    VIB      2023-11-10        12.94         8321        107,673,734          2,912,345      2.78%
BUY     VIB      2023-11-29        12.80         8412        107,673,601                  0      0.00%
SELL    VIB      2023-12-11        13.07         8412        109,944,835          2,271,235      2.11%
BUY     VIB      2023-12-20        12.73         8636        109,936,273                  0      0.00%
SELL    VIB      2024-01-10        14.33         8636        123,753,882         13,817,604     12.57%
BUY     VIB      2024-02-05        14.85         8334        123,759,906                  0      0.00%
SELL    VIB      2024-02-23        15.41         8334        128,426,937          4,667,035      3.77%
BUY     VIB      2024-03-05        15.48         8296        128,422,078                  0      0.00%
SELL    VIB      2024-03-25        16.77         8296        139,123,921         10,701,848      8.33%
BUY     VIB      2024-04-11        16.04         8674        139,130,968                  0      0.00%
SELL    VIB      2024-05-13        15.40         8674        133,579,593         -5,551,371     -3.99%
BUY     VIB      2024-07-01        15.29         8736        133,573,437                  0      0.00%
SELL    VIB      2024-07-19        15.47         8736        135,145,921          1,572,482      1.18%
BUY     VIB      2024-07-31        15.29         8839        135,148,312                  0      0.00%
SELL    VIB      2024-08-13        14.82         8839        130,993,976         -4,154,332     -3.07%
BUY     VIB      2024-09-12        15.31         8556        130,992,367                  0      0.00%
SELL    VIB      2024-09-27        16.33         8556        139,719,484          8,727,116      6.66%
BUY     VIB      2024-10-15        16.20         8625        139,725,000                  0      0.00%
SELL    VIB      2024-12-03        15.86         8625        136,792,500         -2,932,509     -2.10%
BUY     VIB      2024-12-24        16.07         8512        136,787,843                  0      0.00%
SELL    VIB      2024-12-31        16.62         8512        141,469,453          4,681,610      3.42%
BUY     VIB      2025-01-08        16.41         8621        141,470,609                  0      0.00%
SELL    VIB      2025-01-22        16.83         8621        145,091,421          3,620,820      2.56%
BUY     VIB      2025-02-19        17.34         8367        145,083,781                  0      0.00%
SELL    VIB      2025-03-06        17.68         8367        147,928,562          2,844,781      1.96%
BUY     VIB      2025-03-17        17.30         8551        147,932,296                  0      0.00%
SELL    VIB      2025-04-25        15.22         8551        130,146,218        -17,786,070    -12.02%
BUY     VIB      2025-06-12        15.79         8242        130,141,179                  0      0.00%
SELL    VIB      2025-06-18        15.83         8242        130,470,859            329,679      0.25%
BUY     VIB      2025-09-12        21.25         6140        130,475,000                  0      0.00%
SELL    VIB      2025-10-13        20.15         6140        123,721,000         -6,754,002     -5.18%
BUY     VIB      2025-10-24        18.50         6688        123,728,000                  0      0.00%
SELL    VIB      2025-11-06        18.55         6688        124,062,398            334,394      0.27%
BUY     VIB      2025-12-16        17.55         7069        124,060,945                  0      0.00%
SELL    VIB      2025-12-26        17.60         7069        124,414,406            353,458      0.28%
BUY     VIC      2023-01-11        27.55         3629         99,978,945                  0      0.00%
SELL    VIC      2023-01-31        28.55         3629        103,607,945          3,629,000      3.63%
BUY     VIC      2023-02-16        26.70         3881        103,622,703                  0      0.00%
SELL    VIC      2023-03-14        26.50         3881        102,846,500           -776,202     -0.75%
BUY     VIC      2023-04-20        26.30         3910        102,833,000                  0      0.00%
SELL    VIC      2023-05-19        26.25         3910        102,637,500           -195,497     -0.19%
BUY     VIC      2023-06-27        26.20         3918        102,651,601                  0      0.00%
SELL    VIC      2023-07-19        26.05         3918        102,063,898           -587,706     -0.57%
BUY     VIC      2023-07-28        25.75         3963        102,047,250                  0      0.00%
SELL    VIC      2023-08-09        32.90         3963        130,382,703         28,335,456     27.77%
BUY     VIC      2023-09-05        31.15         4186        130,393,898                  0      0.00%
SELL    VIC      2023-10-16        22.50         4186         94,185,000        -36,208,900    -27.77%
BUY     VIC      2023-11-27        20.92         4502         94,181,843                  0      0.00%
SELL    VIC      2023-11-30        20.88         4502         94,001,757           -180,084     -0.19%
BUY     VIC      2024-01-17        21.60         4352         94,003,203                  0      0.00%
SELL    VIC      2024-02-23        22.60         4352         98,355,203          4,352,000      4.63%
BUY     VIC      2024-03-07        22.80         4314         98,359,195                  0      0.00%
SELL    VIC      2024-03-27        23.52         4314        101,465,281          3,106,085      3.16%
BUY     VIC      2024-04-24        20.80         4878        101,462,398                  0      0.00%
SELL    VIC      2024-05-20        23.35         4878        113,901,304         12,438,905     12.26%
BUY     VIC      2024-06-03        21.98         5182        113,900,359                  0      0.00%
SELL    VIC      2024-07-08        20.20         5182        104,676,406         -9,223,954     -8.10%
BUY     VIC      2024-08-16        20.58         5086        104,669,882                  0      0.00%
SELL    VIC      2024-08-30        22.10         5086        112,400,601          7,730,722      7.39%
BUY     VIC      2024-09-17        21.45         5241        112,419,453                  0      0.00%
SELL    VIC      2024-10-16        20.75         5241        108,750,750         -3,668,704     -3.26%
BUY     VIC      2024-10-31        20.78         5233        108,741,742                  0      0.00%
SELL    VIC      2024-11-28        20.35         5233        106,491,554         -2,250,191     -2.07%
BUY     VIC      2024-12-23        20.30         5246        106,493,796                  0      0.00%
SELL    VIC      2025-01-10        20.25         5246        106,231,500           -262,296     -0.25%
BUY     VIC      2025-01-16        20.23         5251        106,227,726                  0      0.00%
SELL    VIC      2025-02-10        20.00         5251        105,020,000         -1,207,727     -1.14%
BUY     VIC      2025-02-13        20.12         5220        105,026,406                  0      0.00%
SELL    VIC      2025-02-24        20.30         5220        105,965,992            939,591      0.89%
BUY     VIC      2025-04-10        30.45         3480        105,966,000                  0      0.00%
SELL    VIC      2025-04-16        33.95         3480        118,146,000         12,180,000     11.49%
BUY     VIC      2025-04-24        31.35         3768        118,126,804                  0      0.00%
SELL    VIC      2025-05-14        39.90         3768        150,343,203         32,216,404     27.27%
BUY     VIC      2025-06-17        43.85         3429        150,361,640                  0      0.00%
SELL    VIC      2025-07-02        47.70         3429        163,563,296         13,201,658      8.78%
BUY     VIC      2025-07-09        47.50         3443        163,542,500                  0      0.00%
SELL    VIC      2025-07-18        59.50         3443        204,858,500         41,316,000     25.26%
BUY     VIC      2025-08-04        55.60         3684        204,830,390                  0      0.00%
SELL    VIC      2025-08-27        66.00         3684        243,144,000         38,313,604     18.71%
BUY     VIC      2025-09-09        64.60         3764        243,154,390                  0      0.00%
SELL    VIC      2025-09-16        67.50         3764        254,070,000         10,915,605      4.49%
BUY     VIC      2025-11-04       100.50         2528        254,064,000                  0      0.00%
SELL    VIC      2025-12-03       134.70         2528        340,521,593         86,457,592     34.03%
BUY     VIC      2025-12-19       148.50         2293        340,510,500                  0      0.00%
SELL    VIC      2025-12-25       158.00         2293        362,294,000         21,783,500      6.40%
BUY     VJC      2023-01-10       109.10          916         99,935,601                  0      0.00%
SELL    VJC      2023-01-30       113.00          916        103,508,000          3,572,401      3.57%
BUY     VJC      2023-02-14       102.80         1007        103,519,601                  0      0.00%
SELL    VJC      2023-03-16       102.00         1007        102,714,000           -805,603     -0.78%
BUY     VJC      2023-04-07       103.00          997        102,691,000                  0      0.00%
SELL    VJC      2023-05-23        98.70          997         98,403,898         -4,287,103     -4.17%
BUY     VJC      2023-06-06        97.70         1007         98,383,898                  0      0.00%
BUY     VJC      2023-06-23        94.70            1             94,699                  0      0.00%
SELL    VJC      2023-07-07        93.80         1007         94,456,601         -3,927,294     -3.99%
SELL    VJC      2023-07-12        93.90            1             93,900               -799     -0.84%
BUY     VJC      2023-08-24        97.50          969         94,477,500                  0      0.00%
SELL    VJC      2023-09-11        99.00          969         95,931,000          1,453,500      1.54%
BUY     VJC      2023-09-27        99.70          962         95,911,398                  0      0.00%
SELL    VJC      2023-10-23       103.50          962         99,567,000          3,655,603      3.81%
BUY     VJC      2023-11-01       104.40          954         99,597,601                  0      0.00%
SELL    VJC      2023-11-07       106.00          954        101,124,000          1,526,398      1.53%
BUY     VJC      2023-11-22       108.20          935        101,167,000                  0      0.00%
SELL    VJC      2023-12-29       108.00          935        100,980,000           -186,997     -0.18%
BUY     VJC      2024-01-16       105.40          958        100,973,203                  0      0.00%
SELL    VJC      2024-03-08       103.70          958         99,344,593         -1,628,604     -1.61%
BUY     VJC      2024-03-15       102.70          967         99,310,898                  0      0.00%
SELL    VJC      2024-04-03       102.20          967         98,827,398           -483,500     -0.49%
BUY     VJC      2024-05-28       109.60          902         98,859,195                  0      0.00%
SELL    VJC      2024-07-19       105.60          902         95,251,195         -3,608,000     -3.65%
BUY     VJC      2024-08-09       100.90          944         95,249,601                  0      0.00%
SELL    VJC      2024-08-22       104.50          944         98,648,000          3,398,398      3.57%
BUY     VJC      2024-09-10       104.20          947         98,677,398                  0      0.00%
SELL    VJC      2024-09-13       104.80          947         99,245,601            568,205      0.58%
BUY     VJC      2024-10-09       105.60          939         99,158,398                  0      0.00%
SELL    VJC      2024-10-15       105.90          939         99,440,101            281,702      0.28%
BUY     VJC      2024-10-29       103.90          957         99,432,304                  0      0.00%
SELL    VJC      2024-12-13       102.40          957         97,996,804         -1,435,500     -1.44%
BUY     VJC      2024-12-23       100.60          975         98,085,000                  0      0.00%
SELL    VJC      2025-02-03        98.80          975         96,330,000         -1,754,995     -1.79%
BUY     VJC      2025-02-14        96.70          996         96,313,195                  0      0.00%
SELL    VJC      2025-02-21        96.60          996         96,213,601            -99,598     -0.10%
BUY     VJC      2025-04-10        84.60         1137         96,190,195                  0      0.00%
SELL    VJC      2025-04-29        86.00         1137         97,782,000          1,591,801      1.65%
BUY     VJC      2025-05-27        88.40         1106         97,770,398                  0      0.00%
SELL    VJC      2025-06-06        90.00         1106         99,540,000          1,769,598      1.81%
BUY     VJC      2025-06-19        88.50         1125         99,562,500                  0      0.00%
SELL    VJC      2025-07-03        89.00         1125        100,125,000            562,500      0.56%
BUY     VJC      2025-09-09       145.00          690        100,050,000                  0      0.00%
SELL    VJC      2025-10-22       180.20          690        124,338,000         24,287,998     24.28%
BUY     VJC      2025-11-14       176.40          705        124,361,992                  0      0.00%
SELL    VJC      2025-11-27       202.00          705        142,410,000         18,048,004     14.51%
BUY     VJC      2025-12-16       191.50          744        142,476,000                  0      0.00%
SELL    VJC      2025-12-30       205.40          744        152,817,593         10,341,596      7.26%
BUY     VNM      2023-02-06        64.93         1540         99,992,203                  0      0.00%
SELL    VNM      2023-02-22        63.34         1540         97,543,601         -2,448,600     -2.45%
BUY     VNM      2023-03-23        63.17         1544         97,534,476                  0      0.00%
SELL    VNM      2023-05-12        58.39         1544         90,154,156         -7,380,318     -7.57%
BUY     VNM      2023-05-25        56.29         1601         90,120,289                  0      0.00%
SELL    VNM      2023-06-08        54.95         1601         87,974,953         -2,145,340     -2.38%
BUY     VNM      2023-08-17        63.80         1379         87,980,195                  0      0.00%
SELL    VNM      2023-09-07        68.91         1379         95,026,898          7,046,696      8.01%
BUY     VNM      2023-10-02        65.53         1450         95,018,500                  0      0.00%
SELL    VNM      2023-11-10        60.33         1450         87,478,500         -7,539,995     -7.94%
BUY     VNM      2023-12-01        59.29         1476         87,512,039                  0      0.00%
SELL    VNM      2023-12-13        59.12         1476         87,261,117           -250,922     -0.29%
BUY     VNM      2023-12-20        59.03         1478         87,246,335                  0      0.00%
SELL    VNM      2023-12-29        59.03         1478         87,246,335                  0      0.00%
BUY     VNM      2024-01-18        58.86         1482         87,230,523                  0      0.00%
SELL    VNM      2024-01-23        59.12         1482         87,615,835            385,317      0.44%
BUY     VNM      2024-01-31        58.51         1498         87,647,976                  0      0.00%
SELL    VNM      2024-02-15        59.03         1498         88,426,937            778,960      0.89%
BUY     VNM      2024-03-13        61.83         1430         88,416,906                  0      0.00%
SELL    VNM      2024-05-09        58.91         1430         84,241,296         -4,175,603     -4.72%
